lemma;id;pos;gloss;Russian gloss
худыи;131839;A-;bad, poor, emaciated;плохой, бедный, худой
хула;131767;Nb;blasphemy;хула
хуление;134187;Nb;blasphemies;хуление
хулити;121290;V-;blaspheme;хулить
хульныи;133281;A-;offensive;оскорбительный
хумитъ;144171;Ne;Khumit;Хумит
хутиньскыи;141015;A-;Khutyn;хутынский
хъзъ;132041;Nb;thick goat leaver;толстая козья кожа
хълмъ;124763;Nb;hill;холм
хълстъ;135786;Nb;canvas;холст
хълѣбиньковъ;124148;A-;Baker's;хлебников
хърватъ;130711;Nb;Croatian;хорват
хърватьскыи;130712;A-;Croatian;хорватский
хърсъ;129751;Ne;Hors;Хорс
хыжа;140780;Nb;hut;хижина
хытрость;141174;Nb;cunning, skill;хитрость, знание
хытрыи;121253;A-;trained;обученный
хыщьникъ;133229;Nb;robber;разбойник
хьрвать;122678;Nb;Croatian;хорват
царевьна;138980;Nb;princess;царевна
царь;143104;Nb;tsar;царь
цвьсти;137568;V-;blossom;цвести
цвьтѣти;134932;V-;blossom;цвести
цвѣтъ;133599;Nb;flower;цветок
цвѣтъкъ;132670;Nb;flower;цветок
цвѣтьныи;132608;A-;flourishing, colorful;цветущий, разноцветный
целыи;124596;A-;all, whole, healthy;весь, целый, здоровый
целыи;138660;Nb;intact;нетронутый
цѣсарьгородъ;134152;Ne;Tsargrad;Царьград
ци;124669;Df;really;неужели
цыженыи;136197;A-;mashed;протертый
цьркъвьникъ;135449;Nb;churchman;церковник
цьркъвьныи;124264;A-;church;церковный
цьркъвьца;132136;Nb;church;церковка
цьркы;141059;A-;church;церковь
цѣженыи;136592;A-;filtered;процеженный
цѣжити;136600;V-;filter;цедить
цѣжь;131272;Nb;filtered;процеженное
цѣлити;135469;V-;heal;врачевать
цѣлование;123566;Nb;kissing;целование
цѣловати;125253;V-;kiss;целовать
цѣлоумьныи;139039;A-;not-crazy;целомудренный
цѣльба;131574;Nb;healing;исцеление
цѣмьскыи;142772;Ne;Tsemsky;Цемский
цѣна;124591;Nb;price, payment;цена, плата
цѣпьникъ;136852;Nb;bucket (on chain);кадка
цѣрь;125027;Nb;thread;нитка
цѣсаревичь;134150;Nb;the crown prince;цесаревич
цѣсаревъ;124532;A-;tsar's;царский
цѣсаревьна;140857;Nb;the crown princess;цесаревна
цѣсарица;131334;Nb;tsaritsa, queen;царица
цѣсарицинъ;130819;A-;queen's;царицин
цѣсарициныи;135379;A-;queen's;царицин
цѣсариця;124970;Nb;tsaritsa, queen;царица
цѣсарьвниныи;139918;A-;the crown princess';цесаревнин
цѣсарьградьскыи;143923;A-;Constantinople;цареградский
цѣсарьскы;134931;Df;regally;по-царски
цѣсарьскыи;135119;A-;regal;царский
цѣсарьствие;124584;Nb;kingdom;царствие
цѣсарьство;124491;Nb;kingdom;царство
цѣсарьствовати;121144;V-;reign;царствовать
чавкати;134526;V-;slurp;чавкать
чадо;123509;Nb;child;ребенок
чадолюбивыи;135510;A-;loving children;чадолюбивый
чадь;131144;Nb;child;дети
чарование;135487;Nb;witchcraft;чародейство
чаровати;135504;V-;witchcraft;чародействовать
чародѣи;132639;Nb;witch;чародей
чародѣиство;132637;Nb;witchcraft;чародейство
чародѣяние;141078;Nb;witchcraft;чародейство
часто;125072;Df;often;часто
частыи;134700;A-;frequent;частый
часть;122429;Nb;part;часть
часъ;125477;Nb;time, hour, hours;время, час, часы
чаша;125359;Nb;bowl;чаша
чаяти;131530;V-;hope;надеяться
чебокаръ;143675;Ne;Chebokar;Чебокар
чеготань;144161;Ne;Chegotan;Чеготань
чеготаньскыи;143853;A-;Chegotan;чеготанский
чеканъ;139248;Nb;(instrument);чекан (инструмент)
челнъ;138261;Nb;rook;челн
чело;123589;Nb;forehead;лоб
челобитьныи;138960;A-;petition;челобитный
человѣколюбивыи;143159;A-;philantropic;человеколюбивый
человѣколюбие;133492;Nb;philantropy;человеколюбие
человѣколюбьць;133602;Nb;love of mankind;человеколюбец
человѣчии;125507;A-;human;человеческий
человѣчьскы;132675;Df;as a human;по-человечески
человѣчьскыи;125005;A-;human;человеческий
человѣчьство;130887;Nb;mankind;человечество
челядинъ;123885;Ne;Cheliadin;Челядин
челядинъ;124582;Nb;servant;слуга
челядиньныи;136642;A-;servant;челяди
челядь;124773;Nb;servants;челядь
чем;140452;Df;than;чем
чем;140972;Dq;as;как только
чемодан;139472;Nb;suitcase;чемодан
ченегрепа;134202;Ne;Chenegrepa;Ченегрепа
чепь;136848;Nb;chain;цепь
черевии;130733;A-;belly;брюшной
черево;131804;Nb;belly;брюхо
череда;133996;Nb;from time to time;временами
черемиси;123053;Nb;Cheremis;черемисы
черемись;123062;Ne;Cheremis;черемисы
чересъ;132126;R-;across, over, due to;через
чеснокъ;136715;Nb;garlic;чеснок
чеснъчьныи;134535;A-;garlic;чесночный
четверица;139098;Nb;four (of);четверо
четверичьныи;139083;A-;fourfold;четверичный
четверъ;142857;Ma;four (of);четверо
четвьргъ;136763;Nb;Thursday;четверг
четвьртыи;123603;Mo;4th;четвертый
четвьртыи;143903;Nb;four;четвертое
четвьрть;136070;Nb;quarter;четверть
четыредесяте;122583;Ma;40;40
четыредесятьныи;133712;Mo;40th;сороковой
четырешьды;139082;Df;four times;четырежды
четырисъта;121151;Ma;400;400
чехъ;121220;Nb;Czech;чех
чехыни;129785;Nb;Czech woman;чехиня
чешьскыи;130678;A-;Czech;чешский
чивиль;143727;Ne;Chivil;Чивиль
чии;138368;Px;someone's;чей-нибудь
чини;144126;Nb;Chinese;китайцы
чинити;123368;V-;raise, make;причинять, делать
чинъ;129902;Nb;rank, order;чин, порядок
чинь;144031;Ne;China;Чинь (Китай)
чиньскыи;144124;A-;Chinese;китайский
число;124814;Nb;number;число
чисти;134262;V-;read;читать
чисто;137480;Df;clean, right;чисто, правильно
чистосьрдие;136023;Nb;open-heartedness;чистосердечие
чистота;135002;Nb;purity;чистота
чистыи;124926;A-;pure, clean;чистый
читѣевичь;133917;Nb;Chiteevivh;читеевич
чотъкы;140619;Nb;rosary;четки
чрѣво;130359;Nb;belly;чрево
чрѣсла;129851;Nb;reins;поясница, бока
чрѣсъ;125379;R-;across, over, through;через
чувьство;135525;Nb;feeling, wisdom;чувство, мудрость
чудинъ;132516;Ne;Chudin;Чудин
чудинь;132440;A-;chudin;чудин
чудити;133302;V-;refl: wonder;возвр: удивляться
чудо;124621;Nb;miracle;чудо
чудовъ;141319;A-;Chudov;чудовский
чудовьскыи;139047;A-;Chudov;чудовский
чудотворьныи;125520;A-;miraculous;чудотворный
чудотворьць;125471;Nb;miracle worker;чудотворец
чудьно;135243;Df;wonderful;удивительно, великолепно
чудьныи;131475;A-;wonderful;чудный
чужеземьць;137766;Nb;outlander;чужеземец
чужии;125233;A-;foreign;чужой
чуланъ;136447;Nb;lumber room;чулан
чумичь;136567;Nb;scoop;ковш
чунерь;143729;Ne;Chuner;Чунер
чунерьскыи;143830;A-;Chuner;чунерский
чути;131073;V-;know, feel;знать, воспринимать
чьмутъ;137370;Nb;charlatan;шарлатан
чьрвенъ ;129926;Ne;Cherven;Червен
чьрвеньскыи;131816;A-;Cherven;червенский
чьрвь;130276;Nb;worm, Gehenna;червь, геенна
чьрвьць;144074;Nb;(red jewel);(красный драгоценный камень)
чьрленыи;143546;A-;dark-reded;червленый
чьрмьныи;124003;A-;black;черный
чьрниговъ;124528;Ne;Chernigov;Чергнигов
чьрниговьскыи;132949;A-;Chernigov;черниговский
чьрниговьць ;132769;Nb;resident of Chernigov;черниговец
чьрнокнижье;135492;Nb;black magic;чернокнижие
чьрноризьнъ;141513;A-;black rose;черноризный
чьрноризьць;132027;Nb;black rose;черноризец
чьрнь;132711;Ne;Chern;Чернь
чьрньнькыи;139667;A-;blackish;черненький
чьрньць;132191;Nb;black monk;чернец
чьрньчии;137737;A-;black monk's;чернецкий
чьрньчьскы;143941;Df;as black monk;как чернец
чьрньчьскыи;132121;A-;black monk's;чернецкий
чьрньчьство;133632;Nb;black monasticism;чернечество
чьрторыискъ;134125;Ne;Czartorysk;Черторыйск
чьствовати;125515;V-;honor;чествовать
чьстити;132296;V-;honor;чтить
чьсть;122993;Nb;honor;честь
чьстьно;123507;Df;worthly, piously;достойно, благочестно
чьстьныи;124709;A-;worthy;достойный
чьстьнькыи;135397;A-;worthy;чистенький, как надо
чьстьнѣ;141162;Df;worthly;достойно
чьтение;132216;Nb;reading;чтение
чьтити;130036;V-;read;читать
чьто;120440;Pi;what;что
чьто;123254;Px;something;что-нибудь
чьто;123506;G-;in order to;чтобы
чьто;123734;Pr;which;что, который
чьто;139495;Dq;as;как
чьтобы;123760;G-;in order to;чтобы
чьтоже;125613;Px;something;что-нибудь
чюдиновичь;141407;A-;;чудиновский
чюдовъ;141372;A-;Chudov;Чудов
шабаитьскыи;144083;A-;Shabat;шабатский
шаибатъ;144140;Ne;Shaibat;Шабат
шаловати;140107;V-;fool;баловаться
шаманити;139757;V-;shaman;шаманить
шаманьскои;139209;A-;shaman;шаманский
шамахѣя;144168;Ne;Shamakhi;Шамахея
шапъка;135825;Nb;cap;шапка
шаруканъ;133988;A-;Shahrukh Khan's;шаруканский
шаруканъ;134211;Ne;Shahrukh Khan;Шарукан
шатание;134888;Nb;reel;шатание
шатати;130489;V-;refl: fluctuate;возвр: шататься
шатьръ;125151;Nb;marquee;шатер
шаусень;143682;Ne;Shausen;Шаусень
шахматы;135084;Nb;chess;шахматы
шашька;140834;Ne;Shashka;Шашка
шевелити;140743;V-;refl: stir;возвр: шевелиться
щековица;122941;Ne;Shekovitsa;Шековица
шекшень;143906;Mo;(small silver coin);(мелкая серебряная монета)
шекъсна ;132423;Ne;Sheksna;Шексна
шелепуга;138927;Nb;ship;плеть
шелепъ;139061;Nb;ship;плеть
шелковыи;135741;A-;silk;шелковый
шелкъ;136110;Nb;silk;шелк
шелудивыи;133228;A-;scabby;шелудивый
шеполь;133647;Ne;Shepol;Шеполь
шептунъ;139732;Nb;witch doctort;шептун
шереметевъ;138877;Ne;Sheremetev;Шереметев
шестеро;143565;Ma;six (of);шестеро
шестокрилъ;135494;Nb;six-winged;шестикрылый
шестоногыи;132263;A-;hexapod;шестиногий
шестъ;138770;Nb;pole;шест
шестыи;123615;Mo;6th;шестой
шесть;121150;Ma;6;6
шестьнадесять;133530;Ma;16;16
шестьнадесять тысячь;143452;Ma;16000;16000
шестьсътъ;130511;Ma;600;600
шибаитъ;144029;Ne;Shibait;Шибаит
шибати;135086;V-;whip;хлестать
шибити;132604;V-;whip;хлестать
шибридъ;124421;Ne;Shibrid;Шибрид
шидяныи;144152;A-;silk;шелковый
ширазъ;144212;Nb;Shiraz;Шираз
ширванша;143665;Ne;Shirvansha;Ширванша
ширвашинъ;143601;Nb;Shirvanshin;Ширваншин
ширина;122419;Nb;width;ширина
ширинъка;135226;Nb;towel;ширинка (полотенце)
ширити;143406;V-;expand;расширять
широкыи;135563;A-;wide;широкий
шихъбернъ ;124399;Ne;Shikhbern;Шихберн
шишь;140152;Nb;tower;постройка
шия;131031;Nb;neck;шея
шлея;136834;Nb;breeching;шлея
шлѣмъ;141350;Nb;helmet;шлем
шляпа;136804;Nb;hat;шляпа
шпага;139243;Nb;spade;шпага
шпыняти;140416;V-;kick;шпынять
шуба;135820;Nb;fur coat;шуба
шубаши;144320;Nb;(official);(должностное лицо)
шубьнко;140843;Nb;fur coat;шубенка
шуии;130281;A-;left;левый
шуминыи;133637;A-;drunk;пьяный
шумъ;131496;Nb;noise;шум
шумѣти;140645;V-;make noise;шуметь
шуринъ;130837;Nb;brother in low;шурин
шьвъ;135844;Nb;stitch;шов
шьвѣи;136647;Nb;sewer;швея
шьпътъ;134706;Nb;slander;клевета
шьпътьникъ;134960;Nb;snitch;доносчик
шьствие;138804;Nb;path, march;путь, шествие
шьствовати;141308;V-;march;шествовать
шьтьць;139299;Nb;cabbage soup;щец
шьшень;143841;Nb;rice cake;рисовая лепешка
щадѣти;132001;V-;have mercy on;щадить
щедрота;138703;Nb;generosity;щедрость, щедроты
щедрыи;134674;A-;generous;щедрый
щека;139247;Nb;cheek;щека
щель;137046;Nb;slit;щель
щелька;139418;Nb;slit;щелка
щемити;139278;V-;ache;щемить (ломить)
щербатыи;140752;A-;gap-toothed;щербатый
щи;136212;Nb;cabbage soup;щи
щипаныи;136228;A-;pinched;щипаный
щитъ;143511;Nb;shield;щит
щука;140805;Nb;pike;щука
щупати;140491;V-;palp;щупать
щьлягъ;121136;Nb;kind of coin;(вид монеты)
щьпа;140268;Nb;splinter;щепа
ѣздити;125562;V-;ride;ездить
ѣства;135073;Nb;food, eating;еда
ѣсти;134313;V-;eat;есть
ѣхати;123588;V-;ride;ехать
югра;124192;Ne;Ugra;Угра
юдифь;140872;Ne;Judith;Юдифь
юкъ;144222;Nb;pack;вьюк
юныи;142678;A-;young;юный
юриевъ;131990;Ne;Yuriev;Юрьев
юрии;123463;Ne;Yuri;Юрий
юродивыи;140099;A-;whacky;юродивый
юродьство;140106;Nb;foolishness for Christ;юродство
юрьевьць;142670;Ne;Yurievets;Юрьевец
юшьковъ;124130;A-;Yushka's;Юшки
ꙗкоже;120357;Dq;as;как
ябедьничество;135456;Nb;snitching;ябедничество
яблонь;136332;Nb;apple tree;яблоня
яблочьныи;136389;A-;apple;яблочный
яблъко;136244;Nb;apple;яблоко
явити;125461;V-;reveal;открыть, возвр: явиться
явление;134256;Nb;phenomenon;явление
явлено;138087;Df;revealed;открыто
являти;130215;V-;reveal;открывать, возвр: являться
явьныи;139642;A-;apparently;явно
явѣ;123492;Df;as, openly;как, явно
яглъ;136233;Nb;kind of cereal;вид каши
ягня;136497;Nb;lamb;ягненок
ягода;137142;Nb;berry;ягода
ягодьныи;136393;A-;berry;ягодный
ягъма;143485;Nb;raid;грабительский налет
ядение;130657;Nb;eating;еда
ядро;130867;Nb;cannonball, womb;ядро, лоно
ядъ;130452;Nb;food;еда
ядь;133560;Nb;food, feast;еда, пир
язва;131925;Nb;wound, sore;рана, язва
язвити;133124;V-;injure;ранить
язъ;143639;Pp;I;я
языкъ;121221;Nb;language, people;язык, народ
язь;140804;Nb;ide;язь
язь;143787;Pp;I;я
яице;136451;Nb;egg;яйцо
яичько;136172;Nb;egg;яичко
яко;139968;Du;how;как
яковъ;130990;Ne;Iakov, Jackob;Яков
яковыи;138666;Pr;which;каковой
яковьльвичь;141405;A-;Yakovlevich;Яковлевич
якоже;121137;Dq;as;как
якоже;123599;Df;as;как (и)
якоже;133203;G-;because, for;потому что, чтобы
якунъ;124409;Ne;Yakun;Якун
якыи;132198;A-;which;какой
яловица;136404;Nb;young cow;еще не телившаяся корова
яловичина;143921;Nb;beef;говядина
яма;124844;Nb;pit;яма
яможе;125210;Dq;wherever;куда
ямь;123065;Ne;Yam;Ям
ямьскыи;124068;A-;Yam;ямской
яневъ;132046;A-;Yan;Янов
янша;144207;Ne;Yansha;Янша
янъка;132957;Ne;Yanka;Янка
янычанинъ;143390;Ne;Janissary;янычар
янычанинъ;143436;Nb;Janissary;янычар
янь ;132416;Ne;Yan;Ян
яропълкъ;125169;Ne;Yaropolk;Ярополк
яропълчь;125418;A-;Yaropolk's;Ярополков
яропълчьчь;134032;Ne;son of Yaropolk;Ярополчич
яропълчьчь;141396;A-;son of Yaropolk's;Ярополчичев
ярославичь;141388;A-;Yaroslav's;Ярославов
ярославличь;132305;A-;sons of Yaroslav's;Ярославичев
ярославль;121108;A-;Yaroslav's;Ярославов
ярославль;129782;Ne;Yaroslavl;Ярославль
ярославьскыи;140126;A-;of Yaroslavl;ярославский
ярославъ;131335;Ne;Yaroslav;Ярослав
ярославьць;133978;Ne;Yaroslavets;Ярославец
ярость;133297;Nb;fury, anger, power;ярость, гнев, сила
яростьно;143381;Df;fiercely;яростно
ярыи;142788;A-;flaming;пылающий
ярьмъ;141276;Nb;yoke, burden;ярмо
ясинъ;125161;Nb;Jasz;ясин
ясли;136891;Nb;manger;ясли
яства;143930;Nb;meal;еда
ясти;123277;V-;eat;есть
ястие;140626;Nb;food;еда
ястребъ;125563;Nb;hawk;ястреб
ятвягъ;124419;Ne;Yotvingian;ятвяг
ятвягъ;129909;Nb;Yotvingian;ятвяг
яти;123107;V-;take, have, refl: grab, fight;взять, возвр: взяться
ятинъ;132262;Ne;Yatin;Ятин
ятры;123744;Nb;wife of husband's brother;жена брата мужа
яхонтъ;143948;Nb;ruby;рубин
ячьмы;136185;Nb;barley;ячмень
ячьныи;136418;A-;fined-ground;ячневый
врагъ;130005;Nb;enemy, devil;враг, бес, дьявол
врата;129894;Nb;gate, doors;врата (ворота), двери
аввакумъ;138722;Ne;Avvakum;Аввакум
авдономъ;144252;Nb;autocrat;самодержец
авелевъ;130545;A-;Abel's;Авелев
авель;130540;Ne;Abel;Авель
аверъ;130617;Ne;Aver;Авер
авимелехъ;124987;Ne;Abimelech;Авимелех
авифаникия;137573;Ne;Avifanikija;Авифаникия
авраамии;140315;Ne;Avraamii (Abramius);Авраамий
авраамль;139266;A-;Abraham's;Авраамов
авраамовичь;141411;A-;Abraham's son;сын Авраама
авраамовъ;130118;A-;Abraham's;Авраамов
авраамъ;124986;Ne;Avram (Abram);Аврам
авъгустъ;137112;Nb;August;август
агараньскыи;137575;A-;hagarian;агарянский
агарь;130847;Ne;Agar;Агарь
агафонъ;130979;Ne;Agathon;Агафон
агафья;140724;Ne;Agafiya (Agatha);Агафья
агляне;124233;Nb;Egle;агляне
агньць;130542;Nb;lamb, sinless, gentle person;ягнёнок, кроткое милосердное существо (безгрешный человек)
агня;131560;Nb;lambkin;ягнёночек, ягня
агриппина;140867;Ne;Agrippina;Агриппина
адамль;133491;A-;Adam's;Адамов
адамовъ;130435;A-;Adam's;Адамов
адамъ;125304;Ne;Adam;Адам
адрякъ;144060;Nb;ginger;имбирь
адулбъ;124435;Ne;Adulb;Адулб
адунь;124434;Ne;Aduni;Адун
адъ;129834;Nb;hell;ад
адъвъ;135558;A-;hellish;адский
аепа;133975;Ne;Ayyub;Аепа
аепинъ;134227;A-;Ayyub's;Аепин
аеръ;144403;Nb;air;воздух
аже;123491;G-;if;если
азгулуи;133993;Ne;Azgului;Азгулуй
азъбукъвьныи;121261;A-;alphabetical;азбучный
акланъ;133990;Ne;Aklan;Аклан
ако;133358;Df;as, like;как
аксамитьныи;144149;A-;made of velvet, expencive silk fabric;аксамитный
аксинья;123891;Ne;Aksinya;Аксинья
акъже;132154;Df;as well as;также как
акы;121156;Df;as, like;как
акы;131766;Dq;as if;как будто
акы;137499;G-;as, since;так как
аладинъ;143799;Ne;Aladdin;Алладин
алафа;144085;Nb;reward;награда
алача;144038;Nb;silk or cotton striped fabric;шёлковая или бумажная полосатая ткань
алвадъ;124428;Ne;Alvad;Алвад
алдань;124452;Ne;Aldan;Алдан
алеевъ;143683;A-;Aleev;Алеев
александриискыи;130961;A-;Alexandria;Александрийский
александрия;130945;Ne;Alexandria;Александрия
александръ;121148;Ne;Alexander;Александр
алексеи;137412;Ne;Alexey;Алексей
али;134311;Df;or;или
али;134606;G-;or;или
али;138344;C-;or;или
алилуя;141316;Nb;exclamation of praising God;восклицание, восхваляющее бога
алилуя;141317;I-;hallellujah;аллилуйя
алиль;143666;Ne;Alili;Адиль
алмазьникъ;144275;Nb;gems grinder;шлифовщик драгоценных камней
алманакъ;135491;Nb;fortune-telling (divination) by planet moving and signs of zodiac;гадание по движению планет и знакам зодиака
алтунопа;134048;Ne;Altunopa;Алтунопа
алтынъ;136254;Nb;coin of 3 kopecks value (monetary unit);монета стоимостью в три копейки (денежная единица)
алфавитъ;139074;Nb;alphabet;алфавит
алъбанасъ;140348;Nb;Albanian;албанец
алъкание;141334;Nb;starvation, fast;голодание, пост
алъкати;141218;V-;starve, fast;голодать, поститься
алъчь;133500;Nb;hunger;голод
аляндъ;143800;Ne;Aland;Аленд
амазоне;123929;Nb;Amazon;амазонка
аманатъ;139426;Nb;hostage;заложник
амаръ;143404;Ne;Amar-bey;Амар-бей
амасия;144316;Ne;Amasya;Амасия
амбаръ;141030;Nb;barn;амбар
амиля;143679;Ne;Amilya;Амиля
аминъ;132568;I-;amen;аминь
аминъ;135954;Nb;end;конец
аминъдовъ;124417;A-;Aminod's;Аминодов
аммонъ;144143;Nb;ammon (fragrant plant);аммон (благовонное растение)
амо;134255;Dq;where;куда
амоновъ;133341;A-;Amun's;Амон
амосъ;130424;Ne;Amos;Амос
амуратовъ;143130;A-;Amurat's;Амуратов
амуратъ;143389;Ne;Amurat;Амурат
анастасии;143113;Ne;Anastasius;Анастасий
анастасия;138750;Ne;Anastasia;Анастасия
анастасъ;130633;Ne;Anastas;Анастас
анатолии;130965;Ne;Anatoly;Анатолий
анафема;136688;Nb;anathema;анафема
ангелъ;130180;Nb;angel;ангел
ангельскыи;130290;A-;angelical;ангельский
андрѣи;122813;Ne;Andrew;Андрей
андрианъ;130975;Ne;Andrian;Андриан
андроневъ;139011;Ne;Andronikov monastery;Андроников монастырь
андроникъ;124270;Ne;Andronicus;Андроник
андрѣевичь;123884;A-;Andreevich;Андреевич
андрѣевъ;125599;A-;Andrew's;Андреев
анна;130812;Ne;Anna;Анна
ано;123776;Df;but, however;но, однако
ано;124227;G-;but, however;но, однако
антиохиискыи;130970;A-;of Antioch;Антиохийский
антиохия;130953;Ne;Antioch;Антиохия
антиоховъ;132243;A-;Antioch's;Антиохов
антиохъ;132238;Ne;Antiochus;Антиох
антипасха;133240;Nb;Low Sunday;антипасха, Фомина неделя
антихристовъ;139161;A-;anti-christian;антихристовый
антихристъ;132486;Nb;anti-christ;антихрист
антонии;132124;Ne;Antonius;Антоний
антонъ;139117;Ne;Anton;Антон
анфилохии;134157;Ne;Amphilochius;Амфилохий
анфимъ;137157;Ne;Anthimus;Анфим
аньдриакия;124121;Ne;Adriatica;Адриатика
аньнии;132678;Ne;Jannes;Ианний
аранъ;130700;Ne;Aran;Аран
ареопагитъ;138643;Ne;Areopagite;Арепагит
арии;130897;Ne;Arius;Арий
аркадия;124117;Ne;Arcadia;Аркадия
арменинъ;144319;Nb;Armenian;армянин
армения;124100;Ne;Armenia;Армения
армячныи;135815;A-;of peasant's coat of heavy cloth;армячный
ароматьныи;143194;A-;aromatic;ароматный
аронъ;130325;Ne;Aaron;Аарон
аронь;130838;A-;Aroni's;Ароня
артемонъ;140428;Ne;Artemon;Артемон
арханъгелъ;139086;Nb;archangel;архангел
архидуксъ;143423;Nb;grand duke;великий князь
архидьяконъ;139045;Nb;archdeacon;архидьякон
архиепископлии;139112;A-;archbishop's;архиепископский
архиепископъ;138806;Nb;archbishop;архиепископ
архиереи;130201;Nb;bishop;архиерей
архиереискыи;130097;A-;bishop's;архиерейский
архимандритъ;139024;Nb;archimandrite;архимандрит
архистратигъ;142760;Nb;archangel (head of he angelic army);архистратиг (возглавляющий ангельское воинство)
аршинъ;140289;Nb;arshin (unit of measure);аршин (единица измерения)
аръсланапа;134197;Ne;Arslanapa;Арсланапа
асадукъ;133910;Ne;Asaduk;Асадук
асанъ;143602;Ne;Asanbek;Асанбег
асатъ;143829;Ne;Asad;Асат
асиня;133921;Ne;Asinya;Асиня
асиръ;131005;Ne;Asir;Асир
асия;143059;Ne;Asia;Азия
асмудъ;124752;Ne;Asmud;Асмуд
астраханъ;139000;Ne;Astrakhan;Астрахань
асупъ;134200;Ne;Assup;Асуп
асуриискыи;132856;A-;Assyrian;ассирийский
асуритисиу;137574;Ne;Assyritisiou;Асуритисиоу
асурия;130501;Ne;Assyria;Ассирия
асуриянинъ;123937;Nb;Assyrian;ассириец
асуръ;122684;Ne;Assur;Ашшур
атласъ;135839;Nb;satin;атлас
атъ;132442;Df;let, may;да будет, пусть
афанасева;140233;Ne;Athanasieva;Афанасьева
афанасевъ;139782;A-;Athanasios';Афанасьев
афанасии;130946;Ne;Athanasios;Афанасий
афетовъ;122640;A-;Japtheth's;Иафетов
афетъ;120608;Ne;Japheth;Иафет
афины;138731;Ne;Athens;Афины
афонасии;139138;Ne;Afоnasiy;Афонасий
африкия;132265;Ne;Africa;Африка
ахикъ;144045;Nb;carnelian;сердолик
ациже;132845;Dq;if;если же
аче;131266;Df;if;если
аче;137560;G-;if;если
аще;134871;Df;if, wether;если, разве, ли
аѳонасии;138720;Ne;Afоnasiy;Афонасий
бесчьствовати;141453;V-;outrage;оскорблять
бесчьстие;135662;Nb;lack of respect;отсутствие почтения
бесчьстьныи;140382;A-;defamed, not esteemed;опозоренный, непочитаемый
бесчѣловечьныи;139190;A-;cruel;жестокий
бесъкабальныи;137084;A-;not registrared with documents;не оформленный документом (кабалой)
бесъмьртие;125327;Nb;immortality;бессмертие
бесъмьртьныи;143209;A-;immortal;бессмертный
бесхытростьныи;136976;A-;unintentional;неумышленный
бесѣда;124770;Nb;talk;разговор
бесѣдовати;124910;V-;talk;разговаривать
беть;139255;Nb;log fasten between boards of barge;бревно, закреплённое между бортами
биение;134648;Nb;murder;убийство
било;132611;Nb;semantron;доска для подачи сигналов
бинчаи;144077;Nb;sort of resin;разновидность смолы дерева
биричь;130720;Nb;public crier;глашатай
битье;139531;Nb;beating;избиение
благо;132291;Nb;good, welfare;добро, благополучие
благобоязнивыи;136258;A-;God-fearing;богобоязненный
благоволити;134504;V-;bless;благоволить
благовоньныи;125559;A-;fragrant;благовонный
благовѣрие;140475;Nb;true faith, piety;истинная вера, благочестие
благовѣрьныи;125019;A-;professor of true faith, righteous;исповедующий истинную веру, праведный
благовѣстити;134111;V-;announce good news;сообщать радостную весть
благовѣщение;132022;Nb;Annunciation;благовещенье (церковный праздник)
благовѣщеньскыи;137155;A-;form the Cathedral of the Annuciation;благовещенский
благоговѣние;137244;Nb;godliness;благочестие
благодарение;134986;Nb;gratitude;благодарность
благодарити;141169;V-;thank;благодарить
благодарьныи;137163;A-;thanksgiving, grateful;благодарственный, благодарный
благодать;137400;Nb;grace;благодать
благодатьство;142897;Nb;wealth;богатство
благодѣиство;135271;Nb;benefit;благодеяние
благодѣньство;139910;Nb;welfare;благополучие
благодѣтель;137741;Nb;benefactor;благодетель
благодѣть;122845;Nb;grace;благодать
благодѣяние;143178;Nb;benefit;благодеяние
благожитие;135335;Nb;happy life;благополучная счастливая жизнь
благоизволити;130194;V-;deign;соблаговолить
благоисправляти;141327;V-;amend for the better;исправлять к лучшему
благолѣпьныи;134994;A-;beautiful;красивый
благонравьство;141296;Nb;good behavior;благонравие
благопотрѣбьныи;129842;A-;helpful;полезный
благоприятьныи;135666;A-;pleasant;приятный
благоразумьныи;129837;A-;wise, clear;мудрый, вразумительный
благорасудьныи;135215;A-;reasonable;благоразумный
благородьныи;132950;A-;honourable, noble;благородный, знатный
благословение;124975;Nb;blessing, thank, permission;благословение, хвала, разрешение
благословеныи;142699;A-;worthy of praise, bestowed upon;достойный хвалы, дарованный
благословесьныи;141209;A-;eloquent;красноречивый
благословити;122847;V-;bless, praise, thank, refl.: recieve blessing, get permission;благословить, хвалить, благодарить, refl.: получить благословение, позволение
благословление;143558;Nb;permission;разрешение
благословляти;131090;V-;bless;благословлять
благостыни;134837;Nb;mercy, kindness;милость, доброта
благость;134726;Nb;mercy, kindness;милость, доброта
благоугодьныи;140697;A-;pleasing;угодный, приятный
благоутробие;143167;Nb;mercy;милосердие
благоухание;131562;Nb;aroma;аромат
благохытрыи;140701;A-;wise;мудрый
благочиние;134480;Nb;strict order, respectable behaviour;строгий порядок, благопристойное поведение
благочиньныи;140713;A-;following strict order;соответствующий строгому порядку
благочьстивыи;133417;A-;devout;благочестивый
благочьстивьно;134559;Df;praiseworthy;похвально
благочьстие;123433;Nb;piety;благочестие
благыи;125203;A-;kind, pleasant, furious;добрый, приятный, свирепый
блаженикъ;134646;Nb;saint;праведник
блазнити;139168;V-;tempt;соблазнять
блазновато;140693;Df;unbelievable;невероятно
